"","Form.ID","Billing.Year","Num.Units","Address","Dwelling.Type","Condo.Complex.Name"
"1653","7605","2011",1,"2000 CRAWFORD RD","Single Family",NA
"1654","4396","2011",1,"6425 BATTLEFORD DR","Single Family",NA
"1655","3655","2011",1,"1305 WRENTREE CIR","Single Family",NA
"1656","7605","2011",1,"2513 FITZGERALD DR","Single Family",NA
"1657","3254","2011",1,"4900 FOUR SONS CT","Single Family",NA
"1658","1245","2011",1,"1816 VINTAGE RD","Single Family",NA
"1659","3860","2011",1,"801 BUNCHE DR","Single Family",NA
"1660","741","2011",1,"516 HEATHER DR","Single Family",NA
"1661","1315","2011",1,"1101 KITT PL","Single Family",NA
"1662","5936","2011",1,"3012 TUCKLAND DR","Single Family",NA
"1663","9754","2011",1,"2832 RED ALDER CT","Single Family",NA
"1664","6411","2011",1,"2024 CARTIER RUBY LA","Single Family",NA
"1665","7671","2011",1,"2437 KEITH DR","Single Family",NA
"1666","6914","2011",1,"2708 DAYTONA DR","Single Family",NA
"1667","7492","2011",1,"2320 DERBY DR","Single Family",NA
"1668","3976","2011",1,"1229 CROSS LINK RD","Single Family",NA
"1669","8775","2011",1,"208 CHAMBERLAIN ST","Single Family",NA
"1670","3191","2011",1,"3420 CHEYENNE RD","Single Family",NA
"1671","9134","2011",1,"3624 GREYWOOD DR","Single Family",NA
"1672","7654","2011",1,"3100 BERRY CT","Single Family",NA
"1673","10044","2011",1,"3305 BURNTWOOD CIR","Single Family",NA
"1674","5230","2011",1,"3101 BURNTWOOD CIR","Single Family",NA
"1675","6443","2011",1,"500 ELLIS CT","Single Family",NA
"1676","2695","2011",1,"1200 CARLTON AV","Single Family",NA
"1677","1950","2011",1,"1441 LAKE WHEELER RD","Single Family",NA
"1678","6588","2011",1,"3404 SWIFT DR","Single Family",NA
"1679","2229","2011",1,"2912 OKELLY ST","Single Family",NA
"1680","7605","2011",1,"1116 CARLISLE ST","Single Family",NA
"1681","8676","2011",1,"417 BRANCH ST","Single Family",NA
"1682","6747","2011",1,"5505 GATEWAY PL","Single Family",NA
"1683","4528","2011",1,"5500 GATEWAY PL","Single Family",NA
"1684","1640","2011",1,"5504 GATEWAY PL","Single Family",NA
"1685","8929","2011",1,"810 BROOKLYN ST","Single Family",NA
"1686","8669","2011",1,"4220 BEACON HEIGHTS DR","Single Family",NA
"1687","8686","2011",1,"2311 POOLE RD","Single Family",NA
"1688","7502","2011",1,"5813 CHATMOSS DR","Single Family",NA
"1689","8200","2011",1,"717 MOUNTFORD ST","Single Family",NA
"1690","8871","2011",1,"704 METHOD RD","Single Family",NA
"1691","9461","2011",1,"1121 KITT PL","Single Family",NA
"1692","10081","2011",1,"2637 FARLOW GAP LA","Single Family",NA
"1693","6251","2011",1,"2913 CRESTLINE AV","Single Family",NA
"1694","617","2011",1,"3209 LAKE WOODARD DR","Single Family",NA
"1695","1379","2011",1,"6320 LITCHFORD RD","Single Family",NA
"1696","2292","2011",1,"7313 LITCHFORD RD","Single Family",NA
"1697","8658","2011",1,"3303 POOLE RD","Single Family",NA
"1698","7466","2011",1,"1219 CARLTON AV","Single Family",NA
"1699","10305","2011",1,"2448 DERBY DR","Single Family",NA
"1700","5740","2011",1,"7816 FOXWOOD DR","Single Family",NA
"1701","9845","2011",1,"503 JONES FRANKLIN RD","Single Family",NA
"1702","1589","2011",1,"1705 TEE DEE ST","Single Family",NA
"1703","412","2011",1,"1408 OAKHILL CT","Single Family",NA
"1704","8633","2011",1,"315 W MILLBROOK RD","Single Family",NA
"1705","8109","2011",1,"506 LANSING ST","Single Family",NA
"1706","2433","2011",1,"1619 ATHENS DR","Single Family",NA
"1707","6487","2011",1,"2509 MILLBROOK RD","Single Family",NA
"1708","8871","2011",1,"1821 WATKINS ST","Single Family",NA
"1709","6516","2011",1,"4448 ARCHIBALD WY","Single Family",NA
"1710","3693","2011",1,"1128 UPCHURCH  ST","Single Family",NA
"1711","2127","2011",1,"1420 CRABTREE BLVD","Single Family",NA
"1712","8901","2011",1,"622 GEORGETOWN RD","Single Family",NA
"1713","1060","2011",1,"3909 JACKSON ST","Single Family",NA
"1714","3262","2011",1,"3702 WYNDCLIFF CT","Single Family",NA
"1715","8817","2011",1,"4800 SWEETBRIAR DR","Single Family",NA
"1716","5195","2011",1,"1737 BROWN OWL DR","Single Family",NA
"1717","2190","2011",1,"7025 MINE CREEK LA","Single Family",NA
"1718","4558","2011",1,"2801 HENSLOWE DR","Single Family",NA
"1719","4558","2011",1,"2136 MARINER CIR","Single Family",NA
"1720","1068","2011",1,"3120 STEDMAN DR","Single Family",NA
"1721","7979","2011",1,"4215 ROCK QUARRY RD","Single Family",NA
"1722","3625","2011",1,"304 GEORGETOWN RD","Single Family",NA
"1723","6915","2011",1,"4928 SILVERDENE ST","Single Family",NA
"1724","773","2011",1,"217 LORD ANSON DR","Single Family",NA
"1725","8182","2011",1,"106 TURNER ST","Single Family",NA
"1726","7605","2011",1,"700 CUMBERLAND  ST","Single Family",NA
"1727","6283","2011",1,"800 DENNIS AV","Single Family",NA
"1728","8774","2011",1,"2114 TUDOR PL","Single Family",NA
"1729","7591","2011",1,"2013 CRAWFORD RD","Single Family",NA
"1730","6432","2011",1,"7600 IDOLBROOK LA","Single Family",NA
"1731","1599","2011",1,"7720 LONGSTREET DR","Single Family",NA
"1732","7948","2011",1,"521 SAWMILL RD","Single Family",NA
"1733","8659","2011",1,"4101 COBBLE CT","Single Family",NA
"1734","8769","2011",1,"704  CUMBERLAND ST","Single Family",NA
"1735","8519","2011",1,"411 N BOYLAN AV","Single Family",NA
"1736","2073","2011",1,"1500 GORMAN ST","Single Family",NA
"1737","7581","2011",1,"710 DOROTHEA DR","Single Family",NA
"1738","6728","2011",1,"1413 OPAL CT","Single Family",NA
"1739","9190","2011",1,"404 COLLETON RD","Single Family",NA
"1740","9917","2011",1,"3525 NEIL ST","Single Family",NA
"1741","7641","2011",1,"1521 E LENOIR ST","Single Family",NA
"1742","10195","2011",1,"123 S PETTIGREW  ST","Single Family",NA
"1743","8614","2011",1,"1127 GREGG ST","Single Family",NA
"1744","7328","2011",1,"2211 ROBERTS ST","Single Family",NA
"1745","7984","2011",1,"2105 ATKINS DR","Single Family",NA
"1746","8507","2011",1,"1122 BRIGHTON RD","Single Family",NA
"1747","5584","2011",1,"6512 KEYSTONE DR","Single Family",NA
"1748","1750","2011",1,"2004 CRAWFORD RD","Single Family",NA
"1749","10617","2011",1,"4508 RIVER EDGE DR","Single Family",NA
"1750","7512","2011",1,"1314 DOGWOOD LA","Single Family",NA
"1751","7799","2011",1,"2900 OKELLY ST","Single Family",NA
"1752","4702","2011",1,"5217 KAPLAN DR","Single Family",NA
"1753","7607","2011",1,"1616 ATHENS DR","Single Family",NA
"1754","8025","2011",1,"361 WILMOT  DR","Single Family",NA
"1755","8434","2011",1,"1700 POOLE RD","Single Family",NA
"1756","8035","2011",1,"3117 CHILDERS ST","Single Family",NA
"1757","4780","2011",1,"5404 WESTGATE  RD","Single Family",NA
"1758","427","2011",1,"781 SHELLEY RD","Single Family",NA
"1759","2157","2011",1,"820 VARDAMAN  ST","Single Family",NA
"1760","5976","2011",1,"2908 SILVER MAPLE PL","Single Family",NA
"1761","7909","2011",1,"3412 CHEYENNE RD","Single Family",NA
"1762","725","2011",1,"5 MAIDEN LA","Single Family",NA
"1763","5018","2011",1,"2025 ATKINS DR","Single Family",NA
"1764","9321","2011",1,"5813 WINTERGREEN DR","Single Family",NA
"1765","9058","2011",1,"911 ELM ST","Single Family",NA
"1766","4256","2011",1,"4408 LIVERPOOLE LA","Single Family",NA
"1767","1805","2011",1,"319 SEAWELL AV","Single Family",NA
"1768","6387","2011",1,"1908 RIVERKNOLL DR","Single Family",NA
"1769","8442","2011",1,"2356 DERBY DR","Single Family",NA
"1770","6127","2011",1,"4901 KAPLAN DR","Single Family",NA
"1771","5258","2011",1,"1608 LORIMER DR","Single Family",NA
"1772","5113","2011",1,"4916 WINDSPRINT WY","Single Family",NA
"1773","6304","2011",1,"1821 EVA MAE DR","Single Family",NA
"1774","2552","2011",1,"7208 STUART DR","Single Family",NA
"1775","9582","2011",1,"4221 HOPPER ST","Single Family",NA
"1776","2688","2011",1,"1418 COURTLAND DR","Single Family",NA
"1777","9913","2011",1,"202 MARTIN LUTHER KING JR BLVD","Single Family",NA
"1778","3347","2011",1,"2305 EVERETT AV","Single Family",NA
"1779","4164","2011",1,"203 WOODBURN RD","Single Family",NA
"1780","8967","2011",1,"1107 MARK ST","Single Family",NA
"1781","7605","2011",1,"229 PARKLAND RD","Single Family",NA
"1782","6929","2011",1,"2709 WATERFORD CRYSTAL CT","Single Family",NA
"1783","3955","2011",1,"6901 CARLTON DR","Single Family",NA
"1784","3415","2011",1,"1409 JOE LOUIS AV","Single Family",NA
"1785","6595","2011",1,"3305 APACHE DR","Single Family",NA
"1786","614","2011",1,"319 WILMOT DR","Single Family",NA
"1787","2694","2011",1,"2422 STEVENS RD","Single Family",NA
"1788","3925","2011",1,"713 NORTHCLIFT DR","Single Family",NA
"1789","7307","2011",1,"300 NORTHCLIFT DR","Single Family",NA
"1790","3620","2011",1,"2733 EVERETT AV","Single Family",NA
"1791","3092","2011",1,"1109 N KING CHARLES RD","Single Family",NA
"1792","10784","2011",1,"3924 FRAZIER DR","Single Family",NA
"1793","7522","2011",1,"3015 N NEW HOPE RD","Single Family",NA
"1794","6991","2011",1,"413 BUCK JONES RD","Single Family",NA
"1795","929","2011",1,"4832 SILVERDENE ST","Single Family",NA
"1796","197","2011",2,"717 DOROTHEA DR","Single Family",NA
"1797","2212","2011",1,"5936 NORTH HILLS DR","Single Family",NA
"1798","5740","2011",1,"6104 WHITTIER DR","Single Family",NA
"1799","8679","2011",1,"3313 JOANNE DR","Single Family",NA
"1800","6987","2011",1,"518 LANSING ST","Single Family",NA
"1801","3802","2011",1,"5507 WESTERN BLVD","Single Family",NA
"1802","2218","2011",1,"201 MAYWOOD AV","Single Family",NA
"1803","1403","2011",1,"8 GILBERT AV","Single Family",NA
"1804","7518","2011",1,"1201 INDIAN TRAIL DR","Single Family",NA
"1805","2766","2011",1,"3801 POLLY ST","Single Family",NA
"1806","6456","2011",1,"1419 COURTLAND  DR","Single Family",NA
"1807","4861","2011",1,"2208 RUMSON RD","Single Family",NA
"1808","9256","2011",1,"2105 ANN ST","Single Family",NA
"1809","8442","2011",1,"2313 KEITH DR","Single Family",NA
"1810","2218","2011",1,"163 MAYWOOD AV","Single Family",NA
"1811","5303","2011",1,"2500 ANNE CAROL CT","Single Family",NA
"1812","3500","2011",1,"2412 LAUREL FALLS LA","Single Family",NA
"1813","10643","2011",1,"852 CAMPANELLA LA","Single Family",NA
"1814","3857","2011",1,"2505 BOOTHBAY  CT","Single Family",NA
"1815","6107","2011",1,"7405 THORN RIDGE RD","Single Family",NA
"1816","3471","2011",1,"2637 SIERRA DR","Single Family",NA
"1817","3322","2011",1,"4104 ROCKINGHAM DR","Single Family",NA
"1818","5335","2011",1,"101 ENTERPRISE ST","Single Family",NA
"1819","2433","2011",1,"706 ATWATER ST","Single Family",NA
"1820","1518","2011",1,"728 OAK  RD","Single Family",NA
"1821","1023","2011",1,"7604 MINE VALLEY RD","Single Family",NA
"1822","6778","2011",1,"3105 GLENRIDGE DR","Single Family",NA
"1823","2351","2011",1,"2704 KNOWLES ST","Single Family",NA
"1824","6428","2011",1,"1108 KENT RD","Single Family",NA
"1825","606","2011",1,"4900 WATERBURY RD","Single Family",NA
"1826","9944","2011",1,"320 E DAVIE ST","Single Family",NA
"1827","9938","2011",1,"408 S BLOODWORTH ST","Single Family",NA
"1828","8678","2011",1,"3101 GLENRIDGE DR","Single Family",NA
"1829","860","2011",1,"3105 IDLEWOOD VILLAGE DR","Single Family",NA
"1830","1223","2011",1,"3405 PINECREST DR","Single Family",NA
"1831","9271","2011",1,"432 SOLAR DR","Single Family",NA
"1832","6914","2011",1,"800 CARMEN CT","Single Family",NA
"1833","4424","2011",1,"1501 E LANE ST","Single Family",NA
"1834","5756","2011",1,"704 WESTON ST","Single Family",NA
"1835","5480","2011",1,"1901 MAYBROOK DR","Single Family",NA
"1836","4345","2011",1,"2516 BANEY CT","Single Family",NA
"1837","9768","2011",1,"901 LORIMER RD","Single Family",NA
"1838","6838","2011",1,"2404 EVERS DR","Single Family",NA
"1839","7126","2011",1,"4917 SKIDMORE ST","Single Family",NA
"1840","8989","2011",1,"701 METHOD RD","Single Family",NA
"1841","3785","2011",1,"1704 SOUTHGATE DR","Single Family",NA
"1842","8017","2011",1,"601 BEAVER DAM RD","Single Family",NA
"1843","9568","2011",1,"210 CHAMBERLAIN ST","Single Family",NA
"1844","6125","2011",1,"3213 FRIAR TUCK RD","Single Family",NA
"1845","9191","2011",1,"3304 POOLE RD","Single Family",NA
"1846","5031","2011",1,"3201 BELL DR","Single Family",NA
"1847","6608","2011",1,"4717  ROCKWOOD DR","Single Family",NA
"1848","7743","2011",1,"1511 E JONES ST","Single Family",NA
"1849","10569","2011",1,"18 GILBERT AV","Single Family",NA
"1850","4396","2011",1,"2304 FLORIDA CT","Single Family",NA
"1851","9195","2011",1,"2700 ROSEDALE AV","Single Family",NA
"1852","2738","2011",1,"900 CANTERBURY RD","Single Family",NA
"1853","6452","2011",1,"1319 COURTLAND DR","Single Family",NA
"1854","1309","2011",1,"730 QUARRY ST","Single Family",NA
"1855","899","2011",1,"3404 WADE AV","Single Family",NA
"1856","2480","2011",1,"2308 QUARTZ CT","Single Family",NA
"1857","3691","2011",1,"2341 QUARTZ CT","Single Family",NA
"1858","2073","2011",1,"3803 KELFORD ST","Single Family",NA
"1859","4991","2011",1,"1410 E JONES ST","Single Family",NA
"1860","3897","2011",1,"1905 FRENCH DR","Single Family",NA
"1861","8774","2011",1,"2263 RUMSON RD","Single Family",NA
"1862","7718","2011",1,"2516 VILLAGE GROVE RD","Single Family",NA
"1863","7780","2011",1,"2320 SHEFFIELD RD","Single Family",NA
"1864","2789","2011",1,"4601 CASTLEBAR DR","Single Family",NA
"1865","973","2011",1,"1228 BEVERLY DR","Single Family",NA
"1866","8512","2011",1,"1013 MOCKINGBIRD DR","Single Family",NA
"1867","7009","2011",1,"2476 MILBURNIE RD","Single Family",NA
"1868","1750","2011",1,"1708 SOUTHGATE DR","Single Family",NA
"1869","8774","2011",1,"3113 WILDER ST","Single Family",NA
"1870","2715","2011",1,"8100 LAUREL MOUNTAIN RD","Single Family",NA
"1871","6665","2011",1,"4505 CASTLEBAR DR","Single Family",NA
"1872","7546","2011",1,"1920 BATES RD","Single Family",NA
"1873","1798","2011",1,"6004 BEARDSLEY CT","Single Family",NA
"1874","1798","2011",1,"6014 WHITTIER DR","Single Family",NA
"1875","6532","2011",1,"2217 MILLBANK ST","Single Family",NA
"1876","3911","2011",1,"2201-    RUMSON RD","Single Family",NA
"1877","2210","2011",1,"720 COOPER RD","Single Family",NA
"1878","2555","2011",1,"116 LINCOLN CT","Single Family",NA
"1879","6354","2011",1,"125 WOODBURN RD","Single Family",NA
"1880","7461","2011",1,"404 PEYTON ST","Single Family",NA
"1881","2190","2011",1,"2910 WOODS PL","Single Family",NA
"1882","613","2011",1,"2222 GLASCOCK ST","Single Family",NA
"1883","8514","2011",1,"2444 DERBY  DR","Single Family",NA
"1884","8514","2011",1,"2316 DERBY DR","Single Family",NA
"1885","5060","2011",1,"2501 LILYMOUNT DR","Single Family",NA
"1886","7293","2011",1,"507 GLENBROOK DR","Single Family",NA
"1887","8330","2011",1,"5114 CREEDMOOR RD","Single Family",NA
"1888","7446","2011",1,"1338 COURTLAND DR","Single Family",NA
"1889","8929","2011",1,"812 BROOKLYN ST","Single Family",NA
"1890","579","2011",1,"2603 CLARK AV","Single Family",NA
"1891","7317","2011",1,"511 PARNELL DR","Single Family",NA
"1892","5498","2011",1,"500 DANDELION CT","Single Family",NA
"1893","2508","2011",1,"4108 COBBLE CT","Single Family",NA
"1894","7588","2011",1,"2420 KEITH DR","Single Family",NA
"1895","7588","2011",1,"424 COMO DR","Single Family",NA
"1896","9400","2011",1,"1813 EVERGREEN AV","Single Family",NA
"1897","9400","2011",1,"1815 EVERGREEN AV","Single Family",NA
"1898","6532","2011",1,"2101 NELSON ST","Single Family",NA
"1899","8784","2011",1,"570 ROSE LA","Single Family",NA
"1900","9785","2011",1,"2228 WAKE FOREST RD","Single Family",NA
"1901","7205","2011",1,"3505 CAROLYN DR","Single Family",NA
"1902","2427","2011",1,"4608 PAISLEY PL","Single Family",NA
"1903","8871","2011",1,"1130 FULLER ST","Single Family",NA
"1904","4959","2011",1,"2307 GRANTLAND DR","Single Family",NA
"1905","9624","2011",1,"4112 ROCKINGHAM DR","Single Family",NA
"1906","8292","2011",1,"4804 HEDGEROW DR","Single Family",NA
"1907","390","2011",1,"2742 NEWBOLD ST","Single Family",NA
"1908","390","2011",1,"2750 NEWBOLD ST","Single Family",NA
"1909","8539","2011",1,"3311 BELL DR","Single Family",NA
"1910","3943","2011",1,"1009 TROLLINGWOOD LA","Single Family",NA
"1911","1401","2011",1,"39 SUMMIT AV","Single Family",NA
"1912","3880","2011",1,"2408 KEITH DR","Single Family",NA
"1913","3262","2011",1,"3703 WYNDCLIFF CT","Single Family",NA
"1914","5418","2011",1,"4117 PITTSFORD RD","Single Family",NA
"1915","2810","2011",1,"4413 KILCULLEN DR","Single Family",NA
"1916","2013","2011",1,"661 MANCHESTER RD","Single Family",NA
"1917","3823","2011",1,"2404 KENTFORD CT","Single Family",NA
"1918","3673","2011",1,"1117 E MARTIN ST","Single Family",NA
"1919","5375","2011",1,"5220 KAPLAN DR","Single Family",NA
"1920","1599","2011",1,"3125 GLENRIDGE DR","Single Family",NA
"1921","6554","2011",1,"1311 S EAST ST","Single Family",NA
"1922","1000","2011",1,"2705 EVERETT AV","Single Family",NA
"1923","3189","2011",1,"3237 GLENRIDGE DR","Single Family",NA
"1924","2319","2011",1,"104 SUMMIT AV","Single Family",NA
"1925","8686","2011",1,"1126 BOYER ST","Single Family",NA
"1926","8091","2011",1,"3109 MANGO DR","Single Family",NA
"1927","9067","2011",1,"4357 HAVERTY DR","Single Family",NA
"1928","2017","2011",1,"829 CUMBERLAND ST","Single Family",NA
"1929","4661","2011",1,"4708 WINDBREAK LA","Single Family",NA
"1930","7461","2011",1,"609 S EAST ST","Single Family",NA
"1931","6679","2011",1,"7429 EDENWOOD LA","Single Family",NA
"1932","5220","2011",1,"412 HILL STONE DR","Single Family",NA
"1933","4554","2011",1,"1601 SUNRISE AV","Single Family",NA
"1934","9065","2011",1,"6312 WESTBOROUGH DR","Single Family",NA
"1935","10615","2011",1,"2404 APPALACHIAN DR","Single Family",NA
"1936","7483","2011",1,"320 BRAGG ST","Single Family",NA
"1937","3198","2011",1,"3824 PIN OAK RD","Single Family",NA
"1938","4528","2011",1,"5212 SUTTER WY","Single Family",NA
"1939","8797","2011",1,"1014-  W CABARRUS ST","Single Family",NA
"1940","1223","2011",1,"604 DELANY DR","Single Family",NA
"1941","4462","2011",1,"5204 WALLINGFORD DR","Single Family",NA
"1942","9121","2011",1,"200 E WHITAKER MILL RD","Single Family",NA
"1943","4504","2011",1,"1751 BEACON BLUFF ST","Single Family",NA
"1944","9323","2011",1,"1513 E JONES ST","Single Family",NA
"1945","4702","2011",1,"1219 KENT RD","Single Family",NA
"1946","1747","2011",1,"5500 PENNFINE DR","Single Family",NA
"1947","3186","2011",1,"305 SAWMILL RD","Single Family",NA
"1948","7740","2011",1,"2514 BEDFORD AV","Single Family",NA
"1949","7353","2011",1,"3425 WADE AV","Single Family",NA
"1950","4716","2011",1,"2301 EUSTON ST","Single Family",NA
"1951","5717","2011",1,"1713 E  LENOIR ST","Single Family",NA
"1952","5364","2011",1,"3313 BEARSKIN CT","Single Family",NA
"1953","2546","2011",1,"7409 LONGSTREET DR","Single Family",NA
"1954","7144","2011",1,"809 CHATHAM LA","Single Family",NA
"1955","2908","2011",1,"3716 SARATOGA DR","Single Family",NA
"1956","9310","2011",1,"520 W LENOIR ST","Single Family",NA
"1957","2319","2011",1,"608 CAROLINA PINES AV","Single Family",NA
"1958","5764","2011",1,"205 BLEDSOE AV","Single Family",NA
"1959","9289","2011",1,"4720  VALLEY STREAM DR","Single Family",NA
"1960","8741","2011",1,"8100 BELLINGHAM CIR","Single Family",NA
"1961","742","2011",1,"817  NEWCOMBE RD","Single Family",NA
"1962","9200","2011",1,"1105 W CABARRUS ST","Single Family",NA
"1963","6492","2011",1,"3843 PIN OAK RD","Single Family",NA
"1964","5895","2011",1,"1213 BLARNEY CT","Single Family",NA
"1965","8588","2011",1,"320 SUMMIT AV","Single Family",NA
"1966","1631","2011",1,"338 MAYWOOD AV","Single Family",NA
"1967","1401","2011",1,"1301 LAKE WHEELER RD","Single Family",NA
"1968","9988","2011",1,"2613 SIERRA  DR","Single Family",NA
"1969","10103","2011",1,"1502 POOLE RD","Single Family",NA
"1970","3045","2011",1,"6649 LYNNDALE DR","Single Family",NA
"1971","9071","2011",1,"2705-    VANDERBILT AV","Single Family",NA
"1972","8505","2011",1,"606 SARDIS DR","Single Family",NA
"1973","7295","2011",1,"124 S PETTIGREW ST","Single Family",NA
"1974","3429","2011",1,"1226 DOWNING RD","Single Family",NA
"1975","8774","2011",1,"919 CAROLINA PINES  AV","Single Family",NA
"1976","2021","2011",1,"1111 NORRIS ST","Single Family",NA
"1977","9383","2011",1,"2326 KENNINGTON RD","Single Family",NA
"1978","5351","2011",1,"1801 BANBURY RD","Single Family",NA
"1979","8637","2011",1,"3710 HALFORD DR","Single Family",NA
"1980","509","2011",1,"105 STRAWBRIDGE CT","Single Family",NA
"1981","8497","2011",1,"2754 NEWBOLD ST","Single Family",NA
"1982","4291","2011",1,"7104 TYNDALL CT","Single Family",NA
"1983","8739","2011",1,"2235 RUMSON RD","Single Family",NA
"1984","2028","2011",1,"701 BARKSDALE DR","Single Family",NA
"1985","6660","2011",1,"4725 SILVERDENE ST","Single Family",NA
"1986","467","2011",1,"8612 KEEGAN CT","Single Family",NA
"1987","6447","2011",1,"4203 REAVIS RD","Single Family",NA
"1988","8983","2011",1,"3917 LEXINGTON DR","Single Family",NA
"1989","7583","2011",1,"139 MAYWOOD AV","Single Family",NA
"1990","4599","2011",1,"5217 ANCHORAGE WY","Single Family",NA
"1991","6585","2011",1,"1606 OAKWOOD AV","Single Family",NA
"1992","2818","2011",1,"404 NORTHCLIFT DR","Single Family",NA
"1993","5471","2011",1,"853 NEWCOMBE RD","Single Family",NA
"1994","2319","2011",1,"57 SUMMIT AV","Single Family",NA
"1995","9887","2011",1,"2814 HERNDON VILLAGE WY","Single Family",NA
"1996","9974","2011",1,"2818 HERNDON VILLAGE WY","Single Family",NA
"1997","4040","2011",1,"709 E LENOIR ST","Single Family",NA
"1998","7796","2011",1,"1601 POOLE RD","Single Family",NA
"1999","8447","2011",1,"2601 ALTON DR","Single Family",NA
"2000","6994","2011",1,"2312 SHANNON ST","Single Family",NA
"2001","8226","2011",1,"7125 TYNDALL CT","Single Family",NA
"2002","7258","2011",1,"1221 MORDECAI DR","Single Family",NA
"2003","5700","2011",1,"2606 WADE AV","Single Family",NA
"2004","8712","2011",1,"2605 COURIER CT","Single Family",NA
"2005","6813","2011",1,"2017 QUAIL RIDGE RD","Single Family",NA
"2006","4578","2011",1,"1530 EVA MAE DR","Single Family",NA
"2007","901","2011",1,"3500 WADE AV","Single Family",NA
"2008","2795","2011",1,"2916 RANNOCK CT","Single Family",NA
"2009","412","2011",1,"1120 SAVANNAH DR","Single Family",NA
"2010","8825","2011",1,"919 HADLEY RD","Single Family",NA
"2011","4428","2011",1,"1407 BOYER ST","Single Family",NA
"2012","7089","2011",1,"308 HILLSTONE DR","Single Family",NA
"2013","5390","2011",1,"204 KILLINGTON DR","Single Family",NA
"2014","6450","2011",1,"2604 CRESTLINE AV","Single Family",NA
"2015","6449","2011",1,"2821 KILGORE AV","Single Family",NA
"2016","1773","2011",1,"7924 MCGUIRE DR","Single Family",NA
"2017","2319","2011",1,"138 MAYWOOD AV","Single Family",NA
"2018","7516","2011",1,"1007 PARKER ST","Single Family",NA
"2019","6488","2011",1,"3100 HINES DR","Single Family",NA
"2020","8745","2011",1,"109 N PETTIGREW ST","Single Family",NA
"2021","3658","2011",1,"420 RALEIGH VIEW RD","Single Family",NA
"2022","8920","2011",1,"1525 CANTERBURY RD","Single Family",NA
"2023","7815","2011",1,"907 DEBOY ST","Single Family",NA
"2024","5173","2011",1,"8601 ABBOTSBURY CT","Single Family",NA
"2025","4994","2011",1,"161 PROSPECT AV","Single Family",NA
"2026","4028","2011",1,"4100 OLD COACH RD","Single Family",NA
"2027","1257","2011",1,"332 SUMMIT AV","Single Family",NA
"2028","1640","2011",1,"705 N STATE ST","Single Family",NA
"2029","8588","2011",1,"1420- 1412   GREEN ST","Single Family",NA
"2030","3897","2011",2,"1433 NOTTINGHAM RD","Single Family",NA
"2031","7483","2011",1,"318 BRAGG ST","Single Family",NA
"2032","9114","2011",1,"3400 OCTAVIA ST","Single Family",NA
"2033","6881","2011",1,"3913 FALMOUTH DR","Single Family",NA
"2034","4780","2011",1,"4305 PILLORY PL","Single Family",NA
"2035","8493","2011",1,"409 E JONES ST","Single Family",NA
"2036","2024","2011",1,"1217 BENTLEY LA","Single Family",NA
"2037","6943","2011",1,"3211 CHURCHILL RD","Single Family",NA
"2038","5717","2011",1,"517 W LENOIR ST","Single Family",NA
"2039","6273","2011",1,"1405 OBERLIN RD","Single Family",NA
"2040","6273","2011",1,"1324 OBERLIN RD","Single Family",NA
"2041","1223","2011",1,"3233 PINECREST DR","Single Family",NA
"2042","4780","2011",1,"4640 VALLEY STREAM DR","Single Family",NA
"2043","2289","2011",1,"5104 HEARTH DR","Single Family",NA
"2044","8604","2011",1,"2704 VANDERBILT AV","Single Family",NA
"2045","9674","2011",1,"2707 GARNER RD","Single Family",NA
"2046","7852","2011",1,"704 DARBY ST","Single Family",NA
"2047","10780","2011",1,"7041 MINE CREEK LA","Single Family",NA
"2048","10858","2011",1,"1202 GATLING ST","Single Family",NA
"2049","2457","2011",1,"1346 CROSS LINK RD","Single Family",NA
"2050","2358","2011",1,"3316 PINECREST DR","Single Family",NA
"2051","8036","2011",1,"4307 CAMELOT DR","Single Family",NA
"2052","1930","2011",1,"1627 BICKETT BLVD","Single Family",NA
"2053","3738","2011",1,"1904 LAKE TROUT LA","Single Family",NA
"2054","3586","2011",1,"2525 BEECH GAP CT","Single Family",NA
"2055","629","2011",1,"723 GEORGETOWN RD","Single Family",NA
"2056","2688","2011",1,"1701 CENTER RD","Single Family",NA
"2057","4297","2011",1,"313 AVON DR","Single Family",NA
"2058","4566","2011",1,"26 DIXIE TRL","Single Family",NA
"2059","8074","2011",1,"7248 MINE SHAFT RD","Single Family",NA
"2060","7730","2011",1,"9 DIXIE TRL","Single Family",NA
"2061","5498","2011",1,"500 MARSH GRASS DR","Single Family",NA
"2062","2370","2011",1,"2512 STAFFORD AV","Single Family",NA
"2063","5420","2011",1,"3616 BRENTWOOD RD","Single Family",NA
"2064","7262","2011",1,"1705 VINTAGE RD","Single Family",NA
"2065","5384","2011",1,"910 S EAST ST","Single Family",NA
"2066","4040","2011",1,"1113 S PERSON ST","Single Family",NA
"2067","10160","2011",1,"3512 GREENLAWN DR","Single Family",NA
"2068","9459","2011",1,"1829 REAVES DR","Single Family",NA
"2069","2319","2011",1,"126 GILBERT AV","Single Family",NA
"2070","1300","2011",1,"203 BROOKS AV","Single Family",NA
"2071","8846","2011",1,"1409 SPRINGSHIRE CT","Single Family",NA
"2072","8452","2011",1,"5601 PARTRIDGE LA","Single Family",NA
"2073","4823","2011",1,"7016 MINE CREEK LA","Single Family",NA
"2074","7437","2011",1,"3504 UTICA DR","Single Family",NA
